id,estado,municipio,poblacion,indice_marginacion 
3299,Sonora,Municipio_0003299,1691568,1.7545
3300,Nayarit,Municipio_0003300,1838116,-1.7894
3301,Oaxaca,Municipio_0003301,345329,1.1963
3302,Yucatan,Municipio_0003302,269986,2.3767
3303,Tabasco,Municipio_0003303,240929,1.8193
3304,Mexico,Municipio_0003304,513844,2.3087
3305,Puebla,Municipio_0003305,950538,-2.3239
3306,Campeche,Municipio_0003306,583860,1.8124
3307,Baja California,Municipio_0003307,1024058,-0.2159
3308,Queretaro,Municipio_0003308,316053,2.3085
3309,Sinaloa,Municipio_0003309,1838891,1.5298
3310,Yucatan,Municipio_0003310,1978748,-0.8672
3311,Coahuila,Municipio_0003311,915522,-1.4455
3312,Yucatan,Municipio_0003312,779309,-0.6098
3313,Tamaulipas,Municipio_0003313,1493052,1.2475
3314,Nuevo Leon,Municipio_0003314,338077,2.2828
3315,Nayarit,Municipio_0003315,736408,2.0395
3316,Tamaulipas,Municipio_0003316,514345,-1.2213
3317,Veracruz,Municipio_0003317,460243,-1.207
3318,Guanajuato,Municipio_0003318,469430,0.8306
3319,Nayarit,Municipio_0003319,1697398,2.1437
3320,Morelos,Municipio_0003320,237497,-0.0307
3321,Quintana Roo,Municipio_0003321,830867,1.3388
3322,Tabasco,Municipio_0003322,1580302,-2.2621
3323,Veracruz,Municipio_0003323,1065578,-1.7372
3324,Zacatecas,Municipio_0003324,1658993,-0.5149
3325,Mexico,Municipio_0003325,1938833,-0.464
3326,Chihuahua,Municipio_0003326,300109,0.9331
3327,Veracruz,Municipio_0003327,133842,-0.8341
3328,Sonora,Municipio_0003328,726959,1.1981
3329,Queretaro,Municipio_0003329,189707,1.3173
3330,Jalisco,Municipio_0003330,1681269,-1.8394
3331,San Luis Potosi,Municipio_0003331,141628,-2.4712
3332,Baja California,Municipio_0003332,1951991,2.4409
3333,Tabasco,Municipio_0003333,366461,1.7064
3334,Oaxaca,Municipio_0003334,782787,-1.5024
3335,Oaxaca,Municipio_0003335,323897,2.3574
3336,Chihuahua,Municipio_0003336,372901,0.5552
3337,Chihuahua,Municipio_0003337,239188,0.3673
3338,Tabasco,Municipio_0003338,563015,-0.3082
3339,Oaxaca,Municipio_0003339,869303,2.1153
3340,Morelos,Municipio_0003340,295889,1.1358
3341,Tamaulipas,Municipio_0003341,989262,-2.3655
3342,Guanajuato,Municipio_0003342,825611,0.7119
3343,Aguascalientes,Municipio_0003343,1350844,-0.5823
3344,Aguascalientes,Municipio_0003344,856099,-0.9533
3345,Queretaro,Municipio_0003345,1883419,1.8052
3346,Queretaro,Municipio_0003346,281647,-0.8389
3347,Guerrero,Municipio_0003347,1015516,-1.8335
3348,Sinaloa,Municipio_0003348,572177,1.5214
3349,Puebla,Municipio_0003349,1293089,-2.1881
3350,Guerrero,Municipio_0003350,45523,-1.7544
3351,San Luis Potosi,Municipio_0003351,881538,-0.9048
3352,Veracruz,Municipio_0003352,1365580,1.3992
3353,Coahuila,Municipio_0003353,1455813,-2.2418
3354,Tamaulipas,Municipio_0003354,1366777,1.1153
3355,Mexico,Municipio_0003355,785395,1.9068
3356,Colima,Municipio_0003356,6121,-2.4076
3357,Chihuahua,Municipio_0003357,1367755,1.4911
3358,Aguascalientes,Municipio_0003358,1442867,-1.1686
3359,Puebla,Municipio_0003359,123832,-1.0521
3360,Coahuila,Municipio_0003360,326273,2.0832
3361,Baja California,Municipio_0003361,174276,1.3544
3362,Tlaxcala,Municipio_0003362,1119571,1.3272
3363,Tlaxcala,Municipio_0003363,1409745,-1.6483
3364,Puebla,Municipio_0003364,696487,-0.9257
3365,Mexico,Municipio_0003365,1274758,1.5
3366,Aguascalientes,Municipio_0003366,1967516,-1.2089
3367,Nayarit,Municipio_0003367,561376,0.2531
3368,Zacatecas,Municipio_0003368,143977,-1.6636
3369,Durango,Municipio_0003369,751188,2.2419
3370,Tamaulipas,Municipio_0003370,1902799,-2.0251
3371,Sinaloa,Municipio_0003371,1219784,-1.4769
3372,Morelos,Municipio_0003372,1514391,1.3915
3373,Tabasco,Municipio_0003373,1280844,2.2339
3374,Quintana Roo,Municipio_0003374,1022407,-1.4484
3375,Yucatan,Municipio_0003375,470500,0.3895
3376,San Luis Potosi,Municipio_0003376,1525291,1.8195
3377,Tabasco,Municipio_0003377,1825553,-0.5402
3378,Aguascalientes,Municipio_0003378,1357753,1.4109
3379,Sinaloa,Municipio_0003379,872679,-0.7481
3380,Campeche,Municipio_0003380,1928227,2.0046
3381,San Luis Potosi,Municipio_0003381,1713022,0.5982
3382,Puebla,Municipio_0003382,982125,-1.2065
3383,Nayarit,Municipio_0003383,647303,1.5371
3384,Quintana Roo,Municipio_0003384,954340,-2.4355
3385,Aguascalientes,Municipio_0003385,288974,-2.4794
3386,Durango,Municipio_0003386,1714295,-1.1235
3387,Michoacan,Municipio_0003387,988401,-1.2282
3388,Coahuila,Municipio_0003388,1747344,-0.9947
3389,Puebla,Municipio_0003389,1646233,-1.7199
3390,Durango,Municipio_0003390,325793,-0.092
3391,Aguascalientes,Municipio_0003391,468011,-1.0811
3392,Chihuahua,Municipio_0003392,583149,-0.204
3393,Puebla,Municipio_0003393,1387007,0.8883
3394,Baja California,Municipio_0003394,1329470,0.3974
3395,Tlaxcala,Municipio_0003395,92729,1.5911
3396,Baja California,Municipio_0003396,706607,-0.4115
3397,Nayarit,Municipio_0003397,998762,-0.2786
3398,Hidalgo,Municipio_0003398,83138,-0.7603
3399,Guanajuato,Municipio_0003399,497207,0.6187
3400,Coahuila,Municipio_0003400,859224,0.7155
3401,Jalisco,Municipio_0003401,826486,-1.7405
3402,Mexico,Municipio_0003402,150882,-1.5626
3403,Nayarit,Municipio_0003403,1984345,1.9663
3404,Hidalgo,Municipio_0003404,913986,2.3047
3405,Morelos,Municipio_0003405,1140020,1.0817
3406,Guerrero,Municipio_0003406,1258960,1.1734
3407,Guerrero,Municipio_0003407,484977,1.5099
3408,Coahuila,Municipio_0003408,418540,-1.9776
3409,Guerrero,Municipio_0003409,599464,-2.1779
3410,Guanajuato,Municipio_0003410,485490,-0.2942
3411,Zacatecas,Municipio_0003411,253968,2.2852
3412,Colima,Municipio_0003412,447558,0.5387
3413,Tlaxcala,Municipio_0003413,1129774,-1.6194
3414,Baja California,Municipio_0003414,21669,-2.2791
3415,Chihuahua,Municipio_0003415,1774343,-1.7551
3416,Tabasco,Municipio_0003416,1848273,1.7813
3417,Yucatan,Municipio_0003417,1639746,0.0538
3418,Quintana Roo,Municipio_0003418,1145602,-0.3437
3419,Chihuahua,Municipio_0003419,1685437,2.4498
3420,Oaxaca,Municipio_0003420,1727534,-2.4377
3421,Campeche,Municipio_0003421,936126,2.3278
3422,Campeche,Municipio_0003422,1431890,-1.8292
3423,Tabasco,Municipio_0003423,320840,-1.6262
3424,Tamaulipas,Municipio_0003424,636826,-0.6988
3425,Quintana Roo,Municipio_0003425,1058414,-1.3428
3426,Jalisco,Municipio_0003426,170295,-2.1501
3427,Tabasco,Municipio_0003427,643387,-0.348
3428,Guanajuato,Municipio_0003428,1703604,-0.4886
3429,Guanajuato,Municipio_0003429,1093100,0.677
3430,Guanajuato,Municipio_0003430,898371,-1.5796
3431,Durango,Municipio_0003431,1431727,-1.5265
3432,Michoacan,Municipio_0003432,560771,2.2682
3433,Guerrero,Municipio_0003433,1286380,2.1256
3434,Puebla,Municipio_0003434,1470556,2.1952
3435,Puebla,Municipio_0003435,1020953,0.6162
3436,Tamaulipas,Municipio_0003436,696744,0.4741
3437,Veracruz,Municipio_0003437,1549661,-0.1688
3438,Colima,Municipio_0003438,1790686,-1.1142
3439,Guerrero,Municipio_0003439,1261464,0.0935
3440,Coahuila,Municipio_0003440,1683719,0.3712
3441,Sinaloa,Municipio_0003441,576241,-1.3182
3442,Campeche,Municipio_0003442,1381374,0.983
3443,Campeche,Municipio_0003443,458904,-0.396
3444,Campeche,Municipio_0003444,271986,0.9859
3445,Sinaloa,Municipio_0003445,1968299,-2.3852
3446,Coahuila,Municipio_0003446,484235,1.6839
3447,Nayarit,Municipio_0003447,1449797,-1.7258
3448,Colima,Municipio_0003448,1316802,-0.9887
3449,Quintana Roo,Municipio_0003449,1475515,1.5212
3450,Hidalgo,Municipio_0003450,1964773,1.6102
3451,Yucatan,Municipio_0003451,1808219,2.4219
3452,Morelos,Municipio_0003452,1396868,-1.6829
3453,Jalisco,Municipio_0003453,700856,0.9603
3454,Tlaxcala,Municipio_0003454,999613,-0.9925
3455,Tabasco,Municipio_0003455,1357857,-0.3824
3456,Guanajuato,Municipio_0003456,1409027,0.1277
3457,Nuevo Leon,Municipio_0003457,1429487,-0.7976
3458,Chiapas,Municipio_0003458,910000,1.9962
3459,Mexico,Municipio_0003459,605963,-1.5245
3460,Michoacan,Municipio_0003460,794495,0.6244
3461,Quintana Roo,Municipio_0003461,1724530,-1.9653
3462,Guanajuato,Municipio_0003462,733464,0.3012
3463,Guanajuato,Municipio_0003463,1699635,0.3105
3464,Jalisco,Municipio_0003464,1911250,-0.4405
3465,Colima,Municipio_0003465,1064016,0.7148
3466,Hidalgo,Municipio_0003466,1572945,1.6851
3467,Michoacan,Municipio_0003467,1962286,-1.5942
3468,Jalisco,Municipio_0003468,1205086,-2.0714
3469,Nayarit,Municipio_0003469,1567758,1.1867
3470,San Luis Potosi,Municipio_0003470,1517504,-0.9442
3471,Michoacan,Municipio_0003471,1785662,0.4765
3472,Guanajuato,Municipio_0003472,1552456,0.3016
3473,Mexico,Municipio_0003473,392830,-0.8624
3474,Baja California,Municipio_0003474,59069,1.4312
3475,Durango,Municipio_0003475,1340411,0.5195
3476,Mexico,Municipio_0003476,959008,-1.8122
3477,Mexico,Municipio_0003477,436147,2.1662
3478,Jalisco,Municipio_0003478,167754,-1.9879
3479,Guerrero,Municipio_0003479,1972432,2.3137
3480,Jalisco,Municipio_0003480,1565232,0.2518
3481,Sinaloa,Municipio_0003481,1741524,-2.2844
3482,Tlaxcala,Municipio_0003482,1770254,-2.2468
3483,Baja California,Municipio_0003483,590635,-0.5832
3484,Colima,Municipio_0003484,1718706,-1.671
3485,Durango,Municipio_0003485,1013734,0.847
3486,Jalisco,Municipio_0003486,1662060,1.4914
3487,Aguascalientes,Municipio_0003487,1372700,2.0504
3488,Baja California,Municipio_0003488,1544220,-1.7118
3489,Sonora,Municipio_0003489,67197,-0.6365
3490,Puebla,Municipio_0003490,1769911,0.182
3491,Nayarit,Municipio_0003491,591248,-1.0854
3492,Queretaro,Municipio_0003492,1285797,1.1538
3493,Chihuahua,Municipio_0003493,835549,0.2159
3494,Guerrero,Municipio_0003494,32875,-0.2782
3495,Tamaulipas,Municipio_0003495,158865,-0.6762
3496,Nayarit,Municipio_0003496,1765992,1.8135
3497,Tlaxcala,Municipio_0003497,681729,0.2456
3498,Oaxaca,Municipio_0003498,1756856,-0.9465
3499,Sinaloa,Municipio_0003499,683740,0.9078
3500,Durango,Municipio_0003500,994996,0.3821
3501,Chihuahua,Municipio_0003501,1150762,-0.3628
3502,Guanajuato,Municipio_0003502,1501702,0.3203
3503,Chiapas,Municipio_0003503,657153,2.0057
3504,Quintana Roo,Municipio_0003504,1901522,2.4528
3505,Queretaro,Municipio_0003505,1372909,1.7641
3506,Tamaulipas,Municipio_0003506,779732,-0.0405
3507,Mexico,Municipio_0003507,19739,-1.5729
3508,Guerrero,Municipio_0003508,693357,1.3944
3509,Hidalgo,Municipio_0003509,133136,2.0229
3510,Tlaxcala,Municipio_0003510,1612433,1.1582
3511,Guanajuato,Municipio_0003511,652585,1.7404
3512,Jalisco,Municipio_0003512,1487687,1.6871
3513,Colima,Municipio_0003513,1441028,1.6541
3514,Guanajuato,Municipio_0003514,880800,0.5355
3515,Tamaulipas,Municipio_0003515,596422,-1.1326
3516,Guanajuato,Municipio_0003516,903226,0.6705
3517,Guanajuato,Municipio_0003517,1472970,-2.2784
3518,Colima,Municipio_0003518,1313969,-2.4171
3519,Quintana Roo,Municipio_0003519,782274,-1.6433
3520,Tabasco,Municipio_0003520,1775245,0.9601
3521,Durango,Municipio_0003521,465366,2.4444
3522,Yucatan,Municipio_0003522,972598,0.3936
3523,Durango,Municipio_0003523,1746108,1.4426
3524,Baja California,Municipio_0003524,248901,-0.6139
3525,Chihuahua,Municipio_0003525,113457,-1.0458
3526,San Luis Potosi,Municipio_0003526,1446677,-1.8758
3527,Mexico,Municipio_0003527,1827141,-0.0035
3528,Michoacan,Municipio_0003528,810550,-1.2871
3529,Tlaxcala,Municipio_0003529,1497061,2.173
3530,Nuevo Leon,Municipio_0003530,324276,-1.4748
3531,Jalisco,Municipio_0003531,1591378,-1.3364
3532,Nuevo Leon,Municipio_0003532,453909,-2.3306
3533,Guerrero,Municipio_0003533,1440283,-1.4452
3534,Morelos,Municipio_0003534,923202,1.3947
3535,Sonora,Municipio_0003535,121566,-0.9388
3536,Hidalgo,Municipio_0003536,401826,0.6643
3537,Chiapas,Municipio_0003537,1932767,0.2887
3538,Sinaloa,Municipio_0003538,178816,1.3892
3539,Chihuahua,Municipio_0003539,1133490,1.2724
3540,Sinaloa,Municipio_0003540,525376,-0.6429
3541,Aguascalientes,Municipio_0003541,1922245,-0.893
3542,Colima,Municipio_0003542,1059029,-1.4531
3543,Oaxaca,Municipio_0003543,863592,0.8854
3544,Baja California,Municipio_0003544,299712,0.1814
3545,Colima,Municipio_0003545,104229,2.002
3546,Mexico,Municipio_0003546,402755,-0.0639
3547,Nuevo Leon,Municipio_0003547,1566712,-1.071
3548,Colima,Municipio_0003548,756682,-1.4631
3549,Mexico,Municipio_0003549,1940730,2.4877
3550,Aguascalientes,Municipio_0003550,935268,0.8911
3551,Morelos,Municipio_0003551,886703,2.0806
3552,Baja California,Municipio_0003552,181632,2.0342
3553,Mexico,Municipio_0003553,1095037,0.8986
3554,Quintana Roo,Municipio_0003554,1816762,0.5754
3555,Jalisco,Municipio_0003555,1396106,0.1706
3556,Puebla,Municipio_0003556,939015,-2.3556
3557,Sinaloa,Municipio_0003557,83783,1.7395
3558,Nuevo Leon,Municipio_0003558,1941154,0.5416
3559,Chiapas,Municipio_0003559,422105,-2.3515
3560,Aguascalientes,Municipio_0003560,620759,-0.2159
3561,Oaxaca,Municipio_0003561,985731,-2.1503
3562,Sinaloa,Municipio_0003562,591059,-1.193
3563,Sinaloa,Municipio_0003563,1928092,-1.4528
3564,Sinaloa,Municipio_0003564,989458,0.3982
3565,Tabasco,Municipio_0003565,1575510,-1.6339
3566,Yucatan,Municipio_0003566,105087,0.375
3567,Tabasco,Municipio_0003567,213468,0.1371
3568,Coahuila,Municipio_0003568,1265100,-2.0328
3569,Quintana Roo,Municipio_0003569,1359796,-2.0473
3570,Tlaxcala,Municipio_0003570,654932,-1.8097
3571,Chihuahua,Municipio_0003571,906824,-0.5578
3572,Hidalgo,Municipio_0003572,1458759,2.0264
3573,Oaxaca,Municipio_0003573,581145,-1.0787
3574,Guerrero,Municipio_0003574,1696918,-1.5241
3575,Nuevo Leon,Municipio_0003575,1351004,1.6789
3576,Sonora,Municipio_0003576,1495714,1.6036
3577,Campeche,Municipio_0003577,526973,2.4386
3578,Michoacan,Municipio_0003578,328950,-2.1414
3579,Sinaloa,Municipio_0003579,61896,2.3477
3580,Jalisco,Municipio_0003580,1296244,-1.429
3581,Mexico,Municipio_0003581,382470,0.1924
3582,Yucatan,Municipio_0003582,1793397,-1.8064
3583,Oaxaca,Municipio_0003583,1846979,-0.8523
3584,Puebla,Municipio_0003584,388262,-2.2929
3585,Chihuahua,Municipio_0003585,1372510,-2.1699
3586,San Luis Potosi,Municipio_0003586,1521075,0.0939
3587,Nuevo Leon,Municipio_0003587,1858033,0.9736
3588,Baja California,Municipio_0003588,1924507,2.0181
3589,Mexico,Municipio_0003589,1479504,-2.3414
3590,Nuevo Leon,Municipio_0003590,117398,2.4236
3591,Guanajuato,Municipio_0003591,147689,-0.2823
3592,Queretaro,Municipio_0003592,1669482,-1.127
3593,Puebla,Municipio_0003593,168839,-0.2217
3594,Tabasco,Municipio_0003594,842269,0.355
3595,Coahuila,Municipio_0003595,894365,1.6387
3596,Chihuahua,Municipio_0003596,1086074,-0.6338
3597,Campeche,Municipio_0003597,1027480,1.9666
3598,Mexico,Municipio_0003598,514756,0.1746
3599,Tabasco,Municipio_0003599,553752,-1.489
3600,Durango,Municipio_0003600,1588229,1.0372
3601,Chihuahua,Municipio_0003601,683240,1.1155
3602,Veracruz,Municipio_0003602,683814,-2.1663
3603,Morelos,Municipio_0003603,287939,1.1301
3604,Yucatan,Municipio_0003604,118549,1.248
3605,Oaxaca,Municipio_0003605,440427,2.455
3606,Aguascalientes,Municipio_0003606,1269946,-0.2743
3607,Tlaxcala,Municipio_0003607,780591,0.685
3608,Aguascalientes,Municipio_0003608,1939479,-1.965
3609,Sinaloa,Municipio_0003609,436163,1.4952
3610,San Luis Potosi,Municipio_0003610,795640,2.131
3611,Colima,Municipio_0003611,718097,-0.5099
3612,Mexico,Municipio_0003612,1767906,0.0118
3613,Sinaloa,Municipio_0003613,724485,1.6982
3614,Sinaloa,Municipio_0003614,844290,2.1014
3615,Tlaxcala,Municipio_0003615,1622140,0.1651
3616,Nuevo Leon,Municipio_0003616,1152785,-1.4253
3617,Michoacan,Municipio_0003617,1950319,1.9351
3618,Morelos,Municipio_0003618,1785353,-0.3736
3619,Campeche,Municipio_0003619,455781,0.7008
3620,San Luis Potosi,Municipio_0003620,1394439,-0.611
3621,Colima,Municipio_0003621,347284,0.2174
3622,Nayarit,Municipio_0003622,1503886,1.2345
3623,Morelos,Municipio_0003623,65993,-2.494
3624,Puebla,Municipio_0003624,343749,-1.3093
3625,Nayarit,Municipio_0003625,279056,1.4147
3626,Puebla,Municipio_0003626,255466,2.4921
3627,Colima,Municipio_0003627,313598,0.1072
3628,Colima,Municipio_0003628,1826508,-0.6154
3629,Colima,Municipio_0003629,1573185,-0.1086
3630,Campeche,Municipio_0003630,234838,1.6522
3631,Nayarit,Municipio_0003631,246986,-0.0308
3632,Zacatecas,Municipio_0003632,872964,-2.3526
3633,Colima,Municipio_0003633,315658,1.1049
3634,Quintana Roo,Municipio_0003634,217906,-2.4146
3635,Chihuahua,Municipio_0003635,1539971,2.3161
3636,Durango,Municipio_0003636,52088,-0.1624
3637,Mexico,Municipio_0003637,896707,2.311
3638,Puebla,Municipio_0003638,1727757,-2.4705
3639,Tlaxcala,Municipio_0003639,1771650,-2.3259
3640,Hidalgo,Municipio_0003640,362532,2.2682
3641,Jalisco,Municipio_0003641,382430,2.2289
3642,Puebla,Municipio_0003642,1005177,-1.6635
3643,Zacatecas,Municipio_0003643,826793,1.6421
3644,Campeche,Municipio_0003644,883354,-1.3061
3645,Sinaloa,Municipio_0003645,1482402,-1.2816
3646,Tamaulipas,Municipio_0003646,1841626,0.1883
3647,Mexico,Municipio_0003647,1872986,1.2573
3648,Campeche,Municipio_0003648,1779118,2.2341
3649,Guanajuato,Municipio_0003649,1573714,0.1777
3650,Puebla,Municipio_0003650,1240226,-1.0718
3651,Tamaulipas,Municipio_0003651,657056,-2.139
3652,Puebla,Municipio_0003652,484018,1.5861
3653,Queretaro,Municipio_0003653,1761018,-0.6676
3654,Guanajuato,Municipio_0003654,655542,-0.3969
3655,Oaxaca,Municipio_0003655,931838,-1.0436
3656,Tabasco,Municipio_0003656,653526,0.319
3657,Tlaxcala,Municipio_0003657,368462,-2.1318
3658,San Luis Potosi,Municipio_0003658,171092,-2.0823
3659,Tabasco,Municipio_0003659,12531,1.3021
3660,Tamaulipas,Municipio_0003660,847904,-0.9781
3661,Sinaloa,Municipio_0003661,41927,1.8867
3662,Quintana Roo,Municipio_0003662,741304,-0.9507
3663,Quintana Roo,Municipio_0003663,1104941,2.2494
3664,Campeche,Municipio_0003664,686447,0.0627
3665,Puebla,Municipio_0003665,1304889,-0.3036
3666,San Luis Potosi,Municipio_0003666,20411,-1.9425
3667,Coahuila,Municipio_0003667,1310057,-0.6276
3668,Aguascalientes,Municipio_0003668,575740,1.9583
3669,Michoacan,Municipio_0003669,534122,2.473
3670,Aguascalientes,Municipio_0003670,778971,0.1849
3671,Yucatan,Municipio_0003671,326156,1.8824
3672,Quintana Roo,Municipio_0003672,146084,0.1749
3673,Aguascalientes,Municipio_0003673,48224,2.1227
3674,Nuevo Leon,Municipio_0003674,1189088,0.8879
3675,Yucatan,Municipio_0003675,55600,-1.9693
3676,Mexico,Municipio_0003676,365269,1.5203
3677,Quintana Roo,Municipio_0003677,1641898,2.3647
3678,Zacatecas,Municipio_0003678,597236,-1.8682
3679,Sinaloa,Municipio_0003679,946750,-0.061
3680,Chihuahua,Municipio_0003680,1128634,2.4223
3681,San Luis Potosi,Municipio_0003681,1799986,2.0219
3682,Tamaulipas,Municipio_0003682,1982146,-1.3394
3683,Chihuahua,Municipio_0003683,1528259,-1.4275
3684,Nuevo Leon,Municipio_0003684,336631,-0.4779
3685,Zacatecas,Municipio_0003685,447628,2.2143
3686,Mexico,Municipio_0003686,1482221,0.079
3687,Durango,Municipio_0003687,1768992,2.0407
3688,Quintana Roo,Municipio_0003688,476844,1.0919
3689,Guanajuato,Municipio_0003689,386321,-1.7792
3690,Queretaro,Municipio_0003690,881661,2.3845
3691,Hidalgo,Municipio_0003691,216336,1.4884
3692,Jalisco,Municipio_0003692,403350,-1.074
3693,Yucatan,Municipio_0003693,393127,-1.4257
3694,Nuevo Leon,Municipio_0003694,1305991,-1.1062
3695,Jalisco,Municipio_0003695,667342,2.0633
3696,Yucatan,Municipio_0003696,1741853,0.8979
3697,Hidalgo,Municipio_0003697,1556777,0.6209
3698,Oaxaca,Municipio_0003698,267264,0.6162
3699,Quintana Roo,Municipio_0003699,163444,-1.1828
